Invoice_ID,Customer_ID,Invoice_Date,Due_Date,Paid_Date,Invoice_Value,Payment_Terms,Days_Late,Invoice_Status,Reminder_Count,Disputed_Flag,Write_Off_Flag,Cash_Flow_Risk_Flag,Month,Quarter,,Extract Date
201921,C009,17/10/2025,16/11/2025,21/12/2025,4445,30,35,Seriously Late,1,,,High,Oct,2025,,
201922,C010,17/10/2025,16/11/2025,30/01/2026,4148,30,75,Seriously Late,2,,,High,Oct,2025,,
201923,C011,17/10/2025,16/11/2025,21/11/2025,2901,30,5,Paid Late,0,,,Low,Oct,2025,,
201924,C012,17/10/2025,01/12/2025,01/12/2025,4624,45,0,On Time,0,,,Low,Oct,2025,,
201925,C020,17/10/2025,16/11/2025,15/11/2025,3096,30,0,On Time,0,,,Low,Oct,2025,,
201926,C021,17/10/2025,16/11/2025,16/11/2025,3034,30,0,On Time,0,,,Low,Oct,2025,,
201927,C022,17/10/2025,16/11/2025,18/12/2025,15099,30,32,Seriously Late,1,,,High,Oct,2025,,
201928,C023,17/10/2025,16/11/2025,01/12/2025,4525,30,15,Paid Late,0,,,Medium,Oct,2025,,
201929,C024,17/10/2025,16/11/2025,14/11/2025,3958,30,0,On Time,0,,,Low,Oct,2025,,
201930,C025,17/10/2025,01/12/2025,29/11/2025,7543,45,0,On Time,0,,,Low,Oct,2025,,
201931,C026,17/10/2025,01/12/2025,01/12/2025,8379,45,0,On Time,0,,,Low,Oct,2025,,
201932,C027,17/10/2025,16/12/2025,18/12/2025,4711,60,2,Paid Late,0,,,Low,Oct,2025,,
201933,C095,17/10/2025,16/11/2025,18/11/2025,3853,30,2,Paid Late,0,,,Low,Oct,2025,,
201934,C096,17/10/2025,16/11/2025,18/11/2025,4031,30,2,Paid Late,0,,,Low,Oct,2025,,
201935,C097,20/10/2025,19/11/2025,19/11/2025,4861,30,0,On Time,0,,,Low,Oct,2025,,
201936,C098,20/10/2025,19/11/2025,09/12/2025,3695,30,20,Seriously Late,0,,,Medium,Oct,2025,,
201937,C099,20/10/2025,19/11/2025,19/11/2025,2575,30,0,On Time,0,,,Low,Oct,2025,,
201938,C100,20/10/2025,19/11/2025,20/11/2025,9215,30,1,Paid Late,0,,,Low,Oct,2025,,
201939,C081,20/10/2025,19/11/2025,19/11/2025,2323,30,0,On Time,0,,,Low,Oct,2025,,
201940,C082,20/10/2025,19/11/2025,19/11/2025,2228,30,0,On Time,0,,,Low,Oct,2025,,
201941,C083,20/10/2025,19/11/2025,24/11/2025,4298,30,5,Paid Late,0,,,Low,Oct,2025,,
201942,C084,20/10/2025,19/11/2025,21/11/2025,3966,30,2,Paid Late,0,,,Low,Oct,2025,,
201943,C085,20/10/2025,19/11/2025,24/11/2025,926,30,5,Paid Late,0,,,Low,Oct,2025,,
201944,C086,20/10/2025,19/11/2025,19/11/2025,1854,30,0,On Time,0,,,Low,Oct,2025,,
201945,C087,20/10/2025,19/11/2025,19/11/2025,4210,30,0,On Time,0,,,Low,Oct,2025,,
201946,C088,20/10/2025,19/11/2025,18/01/2026,3650,30,60,Seriously Late,2,,,High,Oct,2025,,
201947,C089,20/10/2025,19/11/2025,19/11/2025,3709,30,0,On Time,0,,,Low,Oct,2025,,
201948,C066,20/10/2025,19/12/2025,,4723,60,0,On Time,0,,,Low,Oct,2025,,
201949,C067,20/10/2025,19/11/2025,22/11/2025,2834,30,3,Paid Late,0,,,Low,Oct,2025,,
201950,C068,20/10/2025,19/11/2025,20/11/2025,1649,30,1,Paid Late,0,,,Low,Oct,2025,,
201951,C069,20/10/2025,19/11/2025,18/11/2025,2197,30,0,On Time,0,,,Low,Oct,2025,,
201952,C070,21/10/2025,20/11/2025,20/11/2025,723,30,0,On Time,0,,,Low,Oct,2025,,
201953,C071,21/10/2025,20/11/2025,15/11/2025,1271,30,0,On Time,0,,,Low,Oct,2025,,
201954,C072,21/10/2025,20/11/2025,25/12/2025,380,30,35,Seriously Late,1,,,High,Oct,2025,,
201955,C073,21/10/2025,20/11/2025,03/02/2026,1860,30,75,Seriously Late,2,,,High,Oct,2025,,
201956,C074,21/10/2025,20/11/2025,25/11/2025,4901,30,5,Paid Late,0,,,Low,Oct,2025,,
201957,C075,21/10/2025,20/11/2025,20/11/2025,593,30,0,On Time,0,,,Low,Oct,2025,,
201958,C076,21/10/2025,05/12/2025,04/12/2025,211,45,0,On Time,0,,,Low,Oct,2025,,
201959,C049,21/10/2025,20/11/2025,20/11/2025,2971,30,0,On Time,0,,,Low,Oct,2025,,
201960,C050,21/10/2025,20/11/2025,22/12/2025,2239,30,32,Seriously Late,1,,,High,Oct,2025,,
201961,C051,21/10/2025,20/11/2025,05/12/2025,463,30,15,Paid Late,0,,,Medium,Oct,2025,,
201962,C052,21/10/2025,20/11/2025,20/11/2025,4083,30,0,On Time,0,,,Low,Oct,2025,,
201963,C053,21/10/2025,20/11/2025,18/11/2025,2473,30,0,On Time,0,,,Low,Oct,2025,,
201964,C054,21/10/2025,05/12/2025,05/12/2025,2971,45,0,On Time,0,,,Low,Oct,2025,,
201965,C055,21/10/2025,05/12/2025,07/12/2025,4603,45,2,Paid Late,0,,,Low,Oct,2025,,
201966,C056,21/10/2025,20/12/2025,22/12/2025,4081,60,2,Paid Late,0,,,Low,Oct,2025,,
201967,C057,21/10/2025,20/11/2025,22/11/2025,3282,30,2,Paid Late,0,,,Low,Oct,2025,,
201968,C025,21/10/2025,05/12/2025,05/12/2025,3851,45,0,On Time,0,,,Low,Oct,2025,,
201969,C026,21/10/2025,05/12/2025,25/12/2025,1148,45,20,Seriously Late,0,,,Medium,Oct,2025,,
201970,C027,22/10/2025,21/12/2025,21/12/2025,4803,60,0,On Time,0,,,Low,Oct,2025,,
201971,C028,22/10/2025,21/12/2025,22/12/2025,12704,60,1,Paid Late,0,,,Low,Oct,2025,,
201972,C029,22/10/2025,06/12/2025,06/12/2025,6012,45,0,On Time,0,,,Low,Oct,2025,,
201973,C030,22/10/2025,21/11/2025,21/11/2025,1252,30,0,On Time,0,,,Low,Oct,2025,,
201974,C031,22/10/2025,21/11/2025,26/11/2025,1260,30,5,Paid Late,0,,,Low,Oct,2025,,
201975,C032,22/10/2025,21/11/2025,23/11/2025,4294,30,2,Paid Late,0,,,Low,Oct,2025,,
201976,C033,22/10/2025,21/11/2025,21/11/2025,3513,30,0,On Time,0,,,Low,Oct,2025,,
201977,C034,22/10/2025,21/11/2025,21/11/2025,3213,30,0,On Time,0,,,Low,Oct,2025,,
201978,C035,22/10/2025,21/11/2025,21/11/2025,685,30,0,On Time,0,,,Low,Oct,2025,,
201979,C017,22/10/2025,21/11/2025,20/01/2026,3299,30,60,Seriously Late,2,,,High,Oct,2025,,
201980,C018,22/10/2025,21/11/2025,21/11/2025,3176,30,0,On Time,0,,,Low,Oct,2025,,
201981,C019,22/10/2025,21/11/2025,21/11/2025,307,30,0,On Time,0,,,Low,Oct,2025,,
201982,C020,22/10/2025,21/11/2025,24/11/2025,1512,30,3,Paid Late,0,,,Low,Oct,2025,,
201983,C021,22/10/2025,21/11/2025,22/11/2025,1040,30,1,Paid Late,0,,,Low,Oct,2025,,
201984,C022,22/10/2025,21/11/2025,20/11/2025,2529,30,0,On Time,0,,,Low,Oct,2025,,
201985,C023,22/10/2025,21/11/2025,21/11/2025,1682,30,0,On Time,0,,,Low,Oct,2025,,
201986,C024,22/10/2025,21/11/2025,22/11/2025,1152,30,1,Paid Late,0,,,Low,Oct,2025,,
201987,C025,22/10/2025,06/12/2025,10/01/2026,13909,45,35,Seriously Late,1,,,High,Oct,2025,,
201988,C001,22/10/2025,21/11/2025,04/02/2026,863,30,75,Seriously Late,2,,,High,Oct,2025,,
201989,C002,22/10/2025,21/11/2025,26/11/2025,4048,30,5,Paid Late,0,,,Low,Oct,2025,,
201990,C003,23/10/2025,22/11/2025,22/11/2025,629,30,0,On Time,0,,,Low,Oct,2025,,
201991,C004,23/10/2025,07/12/2025,06/12/2025,4462,45,0,On Time,0,,,Low,Oct,2025,,
201992,C005,23/10/2025,07/12/2025,07/12/2025,3293,45,0,On Time,0,,,Low,Oct,2025,,
201993,C006,23/10/2025,22/12/2025,23/01/2026,2026,60,32,Seriously Late,1,,,High,Oct,2025,,
201994,C007,23/10/2025,22/11/2025,07/12/2025,2710,30,15,Paid Late,0,,,Medium,Oct,2025,,
201995,C008,23/10/2025,22/12/2025,20/12/2025,10803,60,0,On Time,0,,,Low,Oct,2025,,
201996,C009,23/10/2025,22/11/2025,20/11/2025,679,30,0,On Time,0,,,Low,Oct,2025,,
201997,C010,23/10/2025,22/11/2025,22/11/2025,2354,30,0,On Time,0,,,Low,Oct,2025,,
201998,C056,23/10/2025,22/12/2025,24/12/2025,8035,60,2,Paid Late,0,,,Low,Oct,2025,,
201999,C057,23/10/2025,22/11/2025,24/11/2025,4190,30,2,Paid Late,0,,,Low,Oct,2025,,
202000,C058,23/10/2025,22/11/2025,24/11/2025,3956,30,2,Paid Late,0,,,Low,Oct,2025,,
202001,C059,23/10/2025,22/11/2025,22/11/2025,3017,30,0,On Time,0,,,Low,Oct,2025,,
202002,C060,23/10/2025,22/11/2025,12/12/2025,1405,30,20,Seriously Late,0,,,Medium,Oct,2025,,
202003,C061,23/10/2025,22/11/2025,22/11/2025,5978,30,0,On Time,0,,,Low,Oct,2025,,
202004,C062,23/10/2025,22/11/2025,23/11/2025,17626,30,1,Paid Late,0,,,Low,Oct,2025,,
202005,C063,23/10/2025,07/12/2025,07/12/2025,4610,45,0,On Time,0,,,Low,Oct,2025,,
202006,C064,23/10/2025,07/12/2025,07/12/2025,4694,45,0,On Time,0,,,Low,Oct,2025,,
202007,C065,23/10/2025,22/12/2025,27/12/2025,4360,60,5,Paid Late,0,,,Low,Oct,2025,,
202008,C073,23/10/2025,22/11/2025,24/11/2025,3105,30,2,Paid Late,0,,,Low,Oct,2025,,
202009,C074,24/10/2025,23/11/2025,28/11/2025,3080,30,5,Paid Late,0,,,Low,Oct,2025,,
202010,C075,24/10/2025,23/11/2025,23/11/2025,4177,30,0,On Time,0,,,Low,Oct,2025,,
202011,C076,24/10/2025,08/12/2025,08/12/2025,4843,45,0,On Time,0,,,Low,Oct,2025,,
202012,C077,24/10/2025,23/12/2025,20/02/2026,1744,60,59,Seriously Late,1,,,High,Oct,2025,,
202013,C078,24/10/2025,23/11/2025,23/11/2025,1695,30,0,On Time,0,,,Low,Oct,2025,,
202014,C079,24/10/2025,23/11/2025,,2947,30,0,On Time,0,,,Low,Oct,2025,,
202015,C080,24/10/2025,23/11/2025,26/11/2025,3055,30,3,Paid Late,0,,,Low,Oct,2025,,
202016,C081,24/10/2025,23/11/2025,24/11/2025,350,30,1,Paid Late,0,,,Low,Oct,2025,,
202017,C082,24/10/2025,23/11/2025,22/11/2025,529,30,0,On Time,0,,,Low,Oct,2025,,
202018,C083,24/10/2025,23/11/2025,23/11/2025,4460,30,0,On Time,0,,,Low,Oct,2025,,
202019,C019,24/10/2025,23/11/2025,18/11/2025,5825,30,0,On Time,0,,,Low,Oct,2025,,
202020,C020,24/10/2025,23/11/2025,28/12/2025,2382,30,35,Seriously Late,1,,,High,Oct,2025,,
202021,C021,24/10/2025,23/11/2025,16/01/2026,2478,30,54,Seriously Late,1,,,High,Oct,2025,,
202022,C022,24/10/2025,23/11/2025,28/11/2025,683,30,5,Paid Late,0,,,Low,Oct,2025,,
202023,C023,24/10/2025,23/11/2025,23/11/2025,2622,30,0,On Time,0,,,Low,Oct,2025,,
202024,C024,24/10/2025,23/11/2025,22/11/2025,9204,30,0,On Time,0,,,Low,Oct,2025,,
202025,C025,24/10/2025,08/12/2025,08/12/2025,535,45,0,On Time,0,,,Low,Oct,2025,,
202026,C077,24/10/2025,23/12/2025,24/01/2026,3297,60,32,Seriously Late,1,,,High,Oct,2025,,
202027,C078,24/10/2025,23/11/2025,08/12/2025,3843,30,15,Paid Late,0,,,Medium,Oct,2025,,
202028,C079,27/10/2025,26/11/2025,26/11/2025,556,30,0,On Time,0,,,Low,Oct,2025,,
202029,C080,27/10/2025,26/11/2025,24/11/2025,3153,30,0,On Time,0,,,Low,Oct,2025,,
202030,C081,27/10/2025,26/11/2025,26/11/2025,2257,30,0,On Time,0,,,Low,Oct,2025,,
202031,C082,27/10/2025,26/11/2025,28/11/2025,2117,30,2,Paid Late,0,,,Low,Oct,2025,,
202032,C083,27/10/2025,26/11/2025,28/11/2025,4370,30,2,Paid Late,0,,,Low,Oct,2025,,
202033,C084,27/10/2025,26/11/2025,28/11/2025,3724,30,2,Paid Late,0,,,Low,Oct,2025,,
202034,C085,27/10/2025,26/11/2025,26/11/2025,2962,30,0,On Time,0,,,Low,Oct,2025,,
202035,C086,27/10/2025,26/11/2025,16/12/2025,677,30,20,Seriously Late,0,,,Medium,Oct,2025,,
202036,C087,27/10/2025,26/11/2025,26/11/2025,4826,30,0,On Time,0,,,Low,Oct,2025,,
202037,C088,27/10/2025,26/11/2025,27/11/2025,13943,30,1,Paid Late,0,,,Low,Oct,2025,,
202038,C037,27/10/2025,11/12/2025,11/12/2025,3087,45,0,On Time,0,,,Low,Oct,2025,,
202039,C038,27/10/2025,26/12/2025,26/12/2025,3653,60,0,On Time,0,,,Low,Oct,2025,,
202040,C039,27/10/2025,26/11/2025,01/12/2025,4690,30,5,Paid Late,0,,,Low,Oct,2025,,
202041,C040,27/10/2025,26/11/2025,28/11/2025,1280,30,2,Paid Late,0,,,Low,Oct,2025,,
202042,C041,27/10/2025,26/11/2025,26/11/2025,369,30,0,On Time,0,,,Low,Oct,2025,,
202043,C042,27/10/2025,26/11/2025,26/11/2025,4143,30,0,On Time,0,,,Low,Oct,2025,,
202044,C043,27/10/2025,26/11/2025,26/11/2025,1457,30,0,On Time,0,,,Low,Oct,2025,,
202045,C044,27/10/2025,26/11/2025,25/01/2026,2390,30,60,Seriously Late,2,,,High,Oct,2025,,
202046,C045,27/10/2025,26/11/2025,26/11/2025,4744,30,0,On Time,0,,,Low,Oct,2025,,
202047,C046,27/10/2025,11/12/2025,11/12/2025,3788,45,0,On Time,0,,,Low,Oct,2025,,
202048,C047,27/10/2025,26/12/2025,29/12/2025,3726,60,3,Paid Late,0,,,Low,Oct,2025,,
202049,C089,28/10/2025,27/11/2025,28/11/2025,3986,30,1,Paid Late,0,,,Low,Oct,2025,,
202050,C090,28/10/2025,27/11/2025,26/11/2025,1631,30,0,On Time,0,,,Low,Oct,2025,,
202051,C091,28/10/2025,12/12/2025,12/12/2025,3618,45,0,On Time,0,,,Low,Oct,2025,,
202052,C092,28/10/2025,27/12/2025,28/12/2025,4533,60,1,Paid Late,0,,,Low,Oct,2025,,
202053,C093,28/10/2025,12/12/2025,16/01/2026,1506,45,35,Seriously Late,1,,,High,Oct,2025,,
202054,C094,28/10/2025,12/12/2025,25/02/2026,1124,45,75,Seriously Late,2,,,High,Oct,2025,,
202055,C095,28/10/2025,27/11/2025,02/12/2025,1254,30,5,Paid Late,0,,,Low,Oct,2025,,
202056,C096,28/10/2025,27/11/2025,27/11/2025,2574,30,0,On Time,0,,,Low,Oct,2025,,
202057,C097,28/10/2025,27/11/2025,26/11/2025,3926,30,0,On Time,0,,,Low,Oct,2025,,
202058,C001,28/10/2025,27/11/2025,27/11/2025,12443,30,0,On Time,0,,,Low,Oct,2025,,
202059,C002,28/10/2025,27/11/2025,29/12/2025,420,30,32,Seriously Late,1,,,High,Oct,2025,,
202060,C003,28/10/2025,27/11/2025,12/12/2025,587,30,15,Paid Late,0,,,Medium,Oct,2025,,
202061,C004,28/10/2025,12/12/2025,10/12/2025,1162,45,0,On Time,0,,,Low,Oct,2025,,
202062,C005,28/10/2025,12/12/2025,10/12/2025,2453,45,0,On Time,0,,,Low,Oct,2025,,
202063,C006,28/10/2025,27/12/2025,27/12/2025,460,60,0,On Time,0,,,Low,Oct,2025,,
202064,C007,28/10/2025,27/11/2025,29/11/2025,4894,30,2,Paid Late,0,,,Low,Oct,2025,,
202065,C008,28/10/2025,27/12/2025,29/12/2025,845,60,2,Paid Late,0,,,Low,Oct,2025,,
202066,C009,28/10/2025,27/11/2025,29/11/2025,3976,30,2,Paid Late,0,,,Low,Oct,2025,,
202067,C010,28/10/2025,27/11/2025,27/11/2025,226,30,0,On Time,0,,,Low,Oct,2025,,
202068,C011,28/10/2025,27/11/2025,17/12/2025,2233,30,20,Seriously Late,0,,,Medium,Oct,2025,,
202069,C012,28/10/2025,12/12/2025,12/12/2025,4139,45,0,On Time,0,,,Low,Oct,2025,,
202070,C035,28/10/2025,27/11/2025,28/11/2025,321,30,1,Paid Late,0,,,Low,Oct,2025,,
202071,C036,28/10/2025,27/11/2025,27/11/2025,4652,30,0,On Time,0,,,Low,Oct,2025,,
202072,C037,29/10/2025,13/12/2025,13/12/2025,4169,45,0,On Time,0,,,Low,Oct,2025,,
202073,C038,29/10/2025,28/12/2025,02/01/2026,503,60,5,Paid Late,0,,,Low,Oct,2025,,
202074,C039,29/10/2025,28/11/2025,30/11/2025,335,30,2,Paid Late,0,,,Low,Oct,2025,,
202075,C040,29/10/2025,28/11/2025,03/12/2025,4779,30,5,Paid Late,0,,,Low,Oct,2025,,
202076,C041,29/10/2025,28/11/2025,28/11/2025,2989,30,0,On Time,0,,,Low,Oct,2025,,
202077,C042,29/10/2025,28/11/2025,28/11/2025,14445,30,0,On Time,0,,,Low,Oct,2025,,
202078,C043,29/10/2025,28/11/2025,27/01/2026,2246,30,60,Seriously Late,2,,,High,Oct,2025,,
202079,C044,29/10/2025,28/11/2025,28/11/2025,3408,30,0,On Time,0,,,Low,Oct,2025,,
202080,C045,29/10/2025,28/11/2025,,14554,30,0,On Time,0,,,Low,Oct,2025,,
202081,C046,29/10/2025,13/12/2025,16/12/2025,1465,45,3,Paid Late,0,,,Low,Oct,2025,,
202082,C075,29/10/2025,28/11/2025,29/11/2025,2707,30,1,Paid Late,0,,,Low,Oct,2025,,
202083,C076,29/10/2025,13/12/2025,12/12/2025,1767,45,0,On Time,0,,,Low,Oct,2025,,
202084,C077,29/10/2025,28/12/2025,28/12/2025,17337,60,0,On Time,0,,,Low,Oct,2025,,
202085,C078,29/10/2025,28/11/2025,23/11/2025,2175,30,0,On Time,0,,,Low,Oct,2025,,
202086,C079,29/10/2025,28/11/2025,02/01/2026,4920,30,35,Seriously Late,1,,,High,Oct,2025,,
202087,C080,29/10/2025,28/11/2025,11/02/2026,3617,30,75,Seriously Late,2,,,High,Oct,2025,,
202088,C081,29/10/2025,28/11/2025,03/12/2025,2999,30,5,Paid Late,0,,,Low,Oct,2025,,
202089,C082,29/10/2025,28/11/2025,28/11/2025,1655,30,0,On Time,0,,,Low,Oct,2025,,
202090,C083,29/10/2025,28/11/2025,27/11/2025,1488,30,0,On Time,0,,,Low,Oct,2025,,
202091,C084,29/10/2025,28/11/2025,28/11/2025,3560,30,0,On Time,0,,,Low,Oct,2025,,
202092,C085,30/10/2025,29/11/2025,31/12/2025,3368,30,32,Seriously Late,1,,,High,Oct,2025,,
202093,C086,30/10/2025,29/11/2025,14/12/2025,1548,30,15,Paid Late,0,,,Medium,Oct,2025,,
202094,C095,30/10/2025,29/11/2025,29/11/2025,2163,30,0,On Time,0,,,Low,Oct,2025,,
202095,C096,30/10/2025,29/11/2025,27/11/2025,2062,30,0,On Time,0,,,Low,Oct,2025,,
202096,C097,30/10/2025,29/11/2025,29/11/2025,1549,30,0,On Time,0,,,Low,Oct,2025,,
202097,C098,30/10/2025,29/11/2025,01/12/2025,464,30,2,Paid Late,0,,,Low,Oct,2025,,
202098,C099,30/10/2025,29/11/2025,01/12/2025,3311,30,2,Paid Late,0,,,Low,Oct,2025,,
202099,C100,30/10/2025,29/11/2025,01/12/2025,1657,30,2,Paid Late,0,,,Low,Oct,2025,,
202100,C012,30/10/2025,14/12/2025,14/12/2025,11046,45,0,On Time,0,,,Low,Oct,2025,,
202101,C013,30/10/2025,14/12/2025,03/01/2026,2093,45,20,Seriously Late,0,,,Medium,Oct,2025,,
202102,C014,30/10/2025,29/11/2025,29/11/2025,1891,30,0,On Time,0,,,Low,Oct,2025,,
202103,C015,30/10/2025,29/12/2025,30/12/2025,177,60,1,Paid Late,0,,,Low,Oct,2025,,
202104,C016,30/10/2025,14/12/2025,14/12/2025,1343,45,0,On Time,0,,,Low,Oct,2025,,
202105,C017,30/10/2025,29/11/2025,29/11/2025,1444,30,0,On Time,0,,,Low,Oct,2025,,
202106,C045,30/10/2025,29/11/2025,04/12/2025,1238,30,5,Paid Late,0,,,Low,Oct,2025,,
202107,C046,30/10/2025,14/12/2025,16/12/2025,4506,45,2,Paid Late,0,,,Low,Oct,2025,,
202108,C047,30/10/2025,29/12/2025,29/12/2025,512,60,0,On Time,0,,,Low,Oct,2025,,
202109,C048,30/10/2025,29/11/2025,29/11/2025,2448,30,0,On Time,0,,,Low,Oct,2025,,
202110,C049,31/10/2025,30/11/2025,30/11/2025,1753,30,0,On Time,0,,,Low,Oct,2025,,
202111,C050,31/10/2025,30/11/2025,29/01/2026,1458,30,60,Seriously Late,2,,,High,Oct,2025,,
202112,C051,31/10/2025,30/11/2025,30/11/2025,1889,30,0,On Time,0,,,Low,Oct,2025,,
202113,C052,31/10/2025,30/11/2025,30/11/2025,4161,30,0,On Time,0,,,Low,Oct,2025,,
202114,C053,31/10/2025,30/11/2025,03/12/2025,1063,30,3,Paid Late,0,,,Low,Oct,2025,,
202115,C054,31/10/2025,15/12/2025,16/12/2025,1547,45,1,Paid Late,0,,,Low,Oct,2025,,
202116,C082,31/10/2025,30/11/2025,29/11/2025,4815,30,0,On Time,0,,,Low,Oct,2025,,
202117,C083,31/10/2025,30/11/2025,30/11/2025,848,30,0,On Time,0,,,Low,Oct,2025,,
202118,C084,31/10/2025,30/11/2025,01/12/2025,3698,30,1,Paid Late,0,,,Low,Oct,2025,,
202119,C085,31/10/2025,30/11/2025,04/01/2026,4137,30,35,Seriously Late,1,,,High,Oct,2025,,
202120,C086,31/10/2025,30/11/2025,13/02/2026,16077,30,75,Seriously Late,2,,,High,Oct,2025,,
202121,C095,31/10/2025,30/11/2025,05/12/2025,2857,30,5,Paid Late,0,,,Low,Oct,2025,,
202122,C096,31/10/2025,30/11/2025,30/11/2025,1904,30,0,On Time,0,,,Low,Oct,2025,,
202123,C097,31/10/2025,30/11/2025,29/11/2025,1434,30,0,On Time,0,,,Low,Oct,2025,,
202124,C098,31/10/2025,30/11/2025,30/11/2025,402,30,0,On Time,0,,,Low,Oct,2025,,
202125,C099,31/10/2025,30/11/2025,01/01/2026,3808,30,32,Seriously Late,1,,,High,Oct,2025,,
202126,C100,31/10/2025,30/11/2025,15/12/2025,1464,30,15,Paid Late,0,,,Medium,Oct,2025,,
202127,C012,31/10/2025,15/12/2025,13/12/2025,3237,45,0,On Time,0,,,Low,Oct,2025,,
202128,C013,31/10/2025,15/12/2025,13/12/2025,2665,45,0,On Time,0,,,Low,Oct,2025,,
202129,C014,03/11/2025,03/12/2025,03/12/2025,2374,30,0,On Time,0,,,Low,Nov,2025,,
202130,C015,03/11/2025,02/01/2026,04/01/2026,2473,60,2,Paid Late,0,,,Low,Nov,2025,,
202131,C016,03/11/2025,18/12/2025,20/12/2025,132,45,2,Paid Late,0,,,Low,Nov,2025,,
202132,C017,03/11/2025,03/12/2025,05/12/2025,3335,30,2,Paid Late,0,,,Low,Nov,2025,,
202133,C045,03/11/2025,03/12/2025,03/12/2025,3211,30,0,On Time,0,,,Low,Nov,2025,,
202134,C026,03/11/2025,18/12/2025,07/01/2026,4355,45,20,Seriously Late,0,,,Medium,Nov,2025,,
202135,C027,03/11/2025,02/01/2026,02/01/2026,1642,60,0,On Time,0,,,Low,Nov,2025,,
202136,C095,03/11/2025,03/12/2025,04/12/2025,1873,30,1,Paid Late,0,,,Low,Nov,2025,,
202137,C096,03/11/2025,03/12/2025,03/12/2025,3274,30,0,On Time,0,,,Low,Nov,2025,,
202138,C097,03/11/2025,03/12/2025,03/12/2025,425,30,0,On Time,0,,,Low,Nov,2025,,
202139,C098,03/11/2025,03/12/2025,08/12/2025,565,30,5,Paid Late,0,,,Low,Nov,2025,,
202140,C099,03/11/2025,03/12/2025,05/12/2025,3352,30,2,Paid Late,0,,,Low,Nov,2025,,
202141,C100,03/11/2025,03/12/2025,08/12/2025,10915,30,5,Paid Late,0,,,Low,Nov,2025,,
202142,C081,03/11/2025,03/12/2025,03/12/2025,4608,30,0,On Time,0,,,Low,Nov,2025,,
202143,C082,03/11/2025,03/12/2025,03/12/2025,400,30,0,On Time,0,,,Low,Nov,2025,,
202144,C083,03/11/2025,03/12/2025,01/02/2026,1151,30,60,Seriously Late,2,,,High,Nov,2025,,
202145,C084,03/11/2025,03/12/2025,03/12/2025,1725,30,0,On Time,0,,,Low,Nov,2025,,
202146,C085,03/11/2025,03/12/2025,,3744,30,0,On Time,0,,,Low,Nov,2025,,
202147,C086,03/11/2025,03/12/2025,06/12/2025,954,30,3,Paid Late,0,,,Low,Nov,2025,,
202148,C067,04/11/2025,04/12/2025,05/12/2025,2146,30,1,Paid Late,0,,,Low,Nov,2025,,
202149,C068,04/11/2025,04/12/2025,03/12/2025,4149,30,0,On Time,0,,,Low,Nov,2025,,
202150,C069,04/11/2025,04/12/2025,04/12/2025,448,30,0,On Time,0,,,Low,Nov,2025,,
202151,C070,04/11/2025,04/12/2025,29/11/2025,2730,30,0,On Time,0,,,Low,Nov,2025,,
202152,C071,04/11/2025,04/12/2025,08/01/2026,11488,30,35,Seriously Late,1,,,High,Nov,2025,,
202153,C072,04/11/2025,04/12/2025,20/02/2026,15929,30,78,Seriously Late,2,,,High,Nov,2025,,
202154,C073,04/11/2025,04/12/2025,09/12/2025,2901,30,5,Paid Late,0,,,Low,Nov,2025,,
202155,C074,04/11/2025,04/12/2025,04/12/2025,1320,30,0,On Time,0,,,Low,Nov,2025,,
202156,C075,04/11/2025,04/12/2025,03/12/2025,752,30,0,On Time,0,,,Low,Nov,2025,,
202157,C076,04/11/2025,19/12/2025,19/12/2025,2384,45,0,On Time,0,,,Low,Nov,2025,,
202158,C049,04/11/2025,04/12/2025,05/01/2026,9895,30,32,Seriously Late,1,,,High,Nov,2025,,
202159,C050,04/11/2025,04/12/2025,19/12/2025,3552,30,15,Paid Late,0,,,Medium,Nov,2025,,
202160,C051,04/11/2025,04/12/2025,04/12/2025,918,30,0,On Time,0,,,Low,Nov,2025,,
202161,C052,04/11/2025,04/12/2025,02/12/2025,2018,30,0,On Time,0,,,Low,Nov,2025,,
202162,C053,04/11/2025,04/12/2025,04/12/2025,207,30,0,On Time,0,,,Low,Nov,2025,,
202163,C054,04/11/2025,19/12/2025,21/12/2025,3620,45,2,Paid Late,0,,,Low,Nov,2025,,
202164,C055,04/11/2025,19/12/2025,21/12/2025,2831,45,2,Paid Late,0,,,Low,Nov,2025,,
202165,C026,04/11/2025,19/12/2025,21/12/2025,6635,45,2,Paid Late,0,,,Low,Nov,2025,,
202166,C027,05/11/2025,04/01/2026,04/01/2026,2156,60,0,On Time,0,,,Low,Nov,2025,,
202167,C028,05/11/2025,04/01/2026,24/01/2026,4919,60,20,Seriously Late,0,,,Medium,Nov,2025,,
202168,C029,05/11/2025,20/12/2025,20/12/2025,3106,45,0,On Time,0,,,Low,Nov,2025,,
202169,C030,05/11/2025,05/12/2025,06/12/2025,2723,30,1,Paid Late,0,,,Low,Nov,2025,,
202170,C031,05/11/2025,05/12/2025,05/12/2025,3370,30,0,On Time,0,,,Low,Nov,2025,,
202171,C032,05/11/2025,05/12/2025,05/12/2025,4160,30,0,On Time,0,,,Low,Nov,2025,,
202172,C033,05/11/2025,05/12/2025,10/12/2025,4856,30,5,Paid Late,0,,,Low,Nov,2025,,
202173,C034,05/11/2025,05/12/2025,07/12/2025,432,30,2,Paid Late,0,,,Low,Nov,2025,,
